Chamber,Sample,Sample,Sample,Sample,EvaGreen,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,In Range,Out Range,Peak Ratio,Comments
S61-A27,Ref 397-398-399,Reference,1,,Mbp,Test,Rplp0,22.21265463,1,Pass,0.023030415,0.014891457,1,Pass,11.22616343,1,Pass,0.014891457,0.989731118,1,Pass,84.86683069,999,1,
S61-A28,Ref 397-398-399,Reference,1,,S1pr3,Test,Aldh1l1,15.35861859,1,Pass,0.023030415,-0.520928545,1,Pass,0.037742493,1,Pass,-0.520928545,1.434878465,1,Pass,87.02775869,999,1,
S61-A29,Ref 397-398-399,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A30,Ref 397-398-399,Reference,1,,Aspg,Test,Aldh1l1,21.29285199,1,Pass,0.023030415,-0.173470574,1,Pass,5.971975889,1,Pass,-0.173470574,1.127768204,1,Pass,86.75921208,999,1,
S61-A31,Ref 397-398-399,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A32,Ref 397-398-399,Reference,1,,Cd109,Test,Aldh1l1,17.36197455,1,Pass,0.023030415,-1.531249884,1,Pass,2.041098448,1,Pass,-1.531249884,2.890361382,1,Pass,79.79164845,999,1,
S61-A33,Ref 397-398-399,Reference,1,,Tm4sf1,Test,Aldh1l1,18.68602177,1,Pass,0.023030415,-0.286216251,1,Pass,3.36514567,1,Pass,-0.286216251,1.219437867,1,Pass,84.30573536,999,1,
S61-A34,Ref 397-398-399,Reference,1,,Serping1,Test,Aldh1l1,19.61927825,1,Pass,0.023030415,0.522517584,1,Pass,4.298402146,1,Pass,0.522517584,0.696155941,1,Pass,87.18203569,999,1,
S61-A35,Ref 397-398-399,Reference,1,,Gbp2,Test,Aldh1l1,15.70410112,1,Pass,0.023030415,-0.878735529,1,Pass,0.383225024,1,Pass,-0.878735529,1.838762985,1,Pass,83.25107429,999,1,
S61-A36,Ref 397-398-399,Reference,1,,Psmb8,Test,Aldh1l1,17.45697765,1,Pass,0.023030415,-0.38818763,1,Pass,2.136101554,1,Pass,-0.38818763,1.30874827,1,Pass,86.41904674,999,1,
S61-A37,Ref 397-398-399,Reference,1,,Nes,Test,Aldh1l1,13.63817674,1,Pass,0.023030415,-0.474167632,1,Pass,-1.68269936,1,Pass,-0.474167632,1.389116533,1,Pass,86.36617691,999,1,
S61-A38,Ref 397-398-399,Reference,1,,Tmem119,Test,Rplp0,19.18361694,1,Pass,0.023030415,-1.487314507,1,Pass,8.197125735,1,Pass,-1.487314507,2.80366603,1,Pass,84.73805114,999,1,
S61-A39,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A40,Ref 397-398-399,Reference,1,,S1pr3,Test,Aldh1l1,15.15759276,1,Pass,0.023030415,-0.721954373,1,Pass,-0.163283336,1,Pass,-0.721954373,1.649414932,1,Pass,87.00287985,999,1,
S61-A41,Ref 397-398-399,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A42,Ref 397-398-399,Reference,1,,Aspg,Test,Aldh1l1,21.3503374,1,Pass,0.023030415,-0.115985162,1,Pass,6.029461301,1,Pass,-0.115985162,1.083714821,1,Pass,86.83970891,999,1,
S61-A43,Ref 397-398-399,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A44,Ref 397-398-399,Reference,1,,Cd109,Test,Aldh1l1,17.63688226,1,Pass,0.023030415,-1.256342175,1,Pass,2.316006157,1,Pass,-1.256342175,2.388892899,1,Pass,79.73098807,999,1,
S61-A45,Ref 397-398-399,Reference,1,,Tm4sf1,Test,Aldh1l1,19.23944983,1,Pass,0.023030415,0.267211809,1,Pass,3.91857373,1,Pass,0.267211809,0.830923861,1,Pass,84.34354045,999,1,
S61-A46,Ref 397-398-399,Reference,1,,Serping1,Test,Aldh1l1,19.35039481,1,Pass,0.023030415,0.253634149,1,Pass,4.02951871,1,Pass,0.253634149,0.838780863,1,Pass,87.09637793,999,1,
S61-A47,Ref 397-398-399,Reference,1,,Gbp2,Test,Aldh1l1,16.00050812,1,Pass,0.023030415,-0.582328532,1,Pass,0.679632022,1,Pass,-0.582328532,1.497263906,1,Pass,83.18813243,999,1,
S61-A48,Ref 397-398-399,Reference,1,,Psmb8,Test,Aldh1l1,16.95257067,1,Pass,0.023030415,-0.892594612,1,Pass,1.631694572,1,Pass,-0.892594612,1.856511963,1,Pass,86.29036914,999,1,
S61-A49,Ref 397-398-399,Reference,1,,Aldh1l1,Reference,,15.0281817,1,Pass,0.023030415,-0.2926944,1,Pass,-0.2926944,1,Pass,-0.2926944,1.224925833,1,Pass,86.72735468,999,1,
S61-A50,Ref 397-398-399,Reference,1,,Nefl,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A51,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A52,Ref 397-398-399,Reference,1,,Timp1,Test,Aldh1l1,13.83395103,1,Pass,0.023030415,-0.364466333,1,Pass,-1.486925074,1,Pass,-0.364466333,1.287405317,1,Pass,82.98837525,999,1,
S61-A53,Ref 397-398-399,Reference,1,,Osmr,Test,Aldh1l1,16.28790191,1,Pass,0.023030415,-0.348604062,1,Pass,0.967025806,1,Pass,-0.348604062,1.273327971,1,Pass,81.70747229,999,1,
S61-A54,Ref 397-398-399,Reference,1,,Vim,Test,Aldh1l1,9.428623341,1,Pass,0.023030415,-0.550936997,1,Pass,-5.892252759,1,Pass,-0.550936997,1.465036895,1,Pass,87.44652948,999,1,
S61-A55,Ref 397-398-399,Reference,1,,Ptx3,Test,Aldh1l1,18.33521499,1,Pass,0.023030415,-0.475367106,1,Pass,3.01433889,1,Pass,-0.475367106,1.390271941,1,Pass,81.97935176,999,1,
S61-A56,Ref 397-398-399,Reference,1,,Ptgs2,Test,Aldh1l1,16.90476607,1,Pass,0.023030415,-1.611885854,1,Pass,1.583889971,1,Pass,-1.611885854,3.056511201,1,Pass,82.05804804,999,1,
S61-A57,Ref 397-398-399,Reference,1,,B3gnt5,Test,Aldh1l1,17.93790611,1,Pass,0.023030415,-0.557503091,1,Pass,2.617030006,1,Pass,-0.557503091,1.471719868,1,Pass,82.91168182,999,1,
S61-A58,Ref 397-398-399,Reference,1,,H2-D1,Test,Aldh1l1,14.63976064,1,Pass,0.023030415,-0.29069148,1,Pass,-0.681115463,1,Pass,-0.29069148,1.223226426,1,Pass,85.85357321,999,1,
S61-A59,Ref 397-398-399,Reference,1,,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A60,Ref 397-398-399,Reference,1,,Srgn,Test,Aldh1l1,21.99119535,1,Pass,0.023030415,1.501917807,1,Pass,6.670319253,1,Pass,1.501917807,0.353083716,1,Pass,84.45530999,999,1,
S61-A61,Ref 397-398-399,Reference,1,,Glt1,Test,Aldh1l1,13.98326003,1,Pass,0.023030415,0.013110783,1,Pass,-1.33761607,1,Pass,0.013110783,0.990953466,1,Pass,83.39816962,999,1,
S61-A62,Ref 397-398-399,Reference,1,,Syt1,Test,Rplp0,21.36316767,1,Pass,0.023030415,-0.191246181,1,Pass,10.37667647,1,Pass,-0.191246181,1.141749518,1,Pass,81.96205684,999,1,
S61-A63,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A64,Ref 397-398-399,Reference,1,,Timp1,Test,Aldh1l1,13.84560422,1,Pass,0.023030415,-0.352813137,1,Pass,-1.475271878,1,Pass,-0.352813137,1.27704834,1,Pass,82.94355421,999,1,
S61-A65,Ref 397-398-399,Reference,1,,Osmr,Test,Aldh1l1,16.40554988,1,Pass,0.023030415,-0.230956092,1,Pass,1.084673776,1,Pass,-0.230956092,1.173612459,1,Pass,81.74948656,999,1,
S61-A66,Ref 397-398-399,Reference,1,,Vim,Test,Aldh1l1,9.50507212,1,Pass,0.023030415,-0.474488218,1,Pass,-5.81580398,1,Pass,-0.474488218,1.389425248,1,Pass,87.42295104,999,1,
S61-A67,Ref 397-398-399,Reference,1,,Ptx3,Test,Aldh1l1,18.76694338,1,Pass,0.023030415,-0.043638716,1,Pass,3.446067279,1,Pass,-0.043638716,1.030710173,1,Pass,82.08581649,999,1,
S61-A68,Ref 397-398-399,Reference,1,,Ptgs2,Test,Aldh1l1,16.79989882,1,Pass,0.023030415,-1.716753107,1,Pass,1.479022718,1,Pass,-1.716753107,3.286958194,1,Pass,82.08639977,999,1,
S61-A69,Ref 397-398-399,Reference,1,,B3gnt5,Test,Aldh1l1,18.55368735,1,Pass,0.023030415,0.058278154,1,Pass,3.232811251,1,Pass,0.058278154,0.960409678,1,Pass,82.86163586,999,1,
S61-A70,Ref 397-398-399,Reference,1,,H2-D1,Test,Aldh1l1,14.75003393,1,Pass,0.023030415,-0.180418187,1,Pass,-0.57084217,1,Pass,-0.180418187,1.133212317,1,Pass,85.85040709,999,1,
S61-A71,Ref 397-398-399,Reference,1,,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A72,Ref 397-398-399,Reference,1,,Srgn,Test,Aldh1l1,23.47976589,1,Pass,0.023030415,2.990488342,1,Pass,8.158889788,1,Pass,2.990488342,0.125826845,1,Pass,84.64608171,999,1,
S61-A73,Ref 397-398-399,Reference,1,,Aqp4,Test,Aldh1l1,14.24906356,1,Pass,0.023030415,-0.367415434,1,Pass,-1.071812539,1,Pass,-0.367415434,1.290039673,1,Pass,86.98273714,999,1,
S61-A74,Ref 397-398-399,Reference,1,,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A75,Ref 397-398-399,Reference,1,,Lcn2,Test,Aldh1l1,16.57335557,1,Pass,0.023030415,-0.421264858,1,Pass,1.252479473,1,Pass,-0.421264858,1.339101074,1,Pass,83.88753592,999,1,
S61-A76,Ref 397-398-399,Reference,1,,Hsbp1,Test,Aldh1l1,17.72000847,1,Pass,0.023030415,-0.220923321,1,Pass,2.399132365,1,Pass,-0.220923321,1.165479252,1,Pass,86.94737623,999,1,
S61-A77,Ref 397-398-399,Reference,1,,Cp,Test,Aldh1l1,13.59778991,1,Pass,0.023030415,-0.533174644,1,Pass,-1.723086194,1,Pass,-0.533174644,1.447110054,1,Pass,82.04195415,999,1,
S61-A78,Ref 397-398-399,Reference,1,,Gfap,Test,Aldh1l1,12.8145481,1,Pass,0.023030415,-0.641903784,1,Pass,-2.506327997,1,Pass,-0.641903784,1.560386892,1,Pass,88.69625675,999,1,
S61-A79,Ref 397-398-399,Reference,1,,S100a10,Test,Aldh1l1,10.73620616,1,Pass,0.023030415,-0.56342267,1,Pass,-4.584669939,1,Pass,-0.56342267,1.477770947,1,Pass,81.94252536,999,1,
S61-A80,Ref 397-398-399,Reference,1,,Emp1,Test,Aldh1l1,16.72467134,1,Pass,0.023030415,-0.408325276,1,Pass,1.403795238,1,Pass,-0.408325276,1.32714433,1,Pass,85.02694073,999,1,
S61-A81,Ref 397-398-399,Reference,1,,Cd14,Test,Aldh1l1,18.94978329,1,Pass,0.023030415,-0.385896219,1,Pass,3.628907185,1,Pass,-0.385896219,1.306671254,1,Pass,85.38603797,999,1,
S61-A82,Ref 397-398-399,Reference,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A83,Ref 397-398-399,Reference,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A84,Ref 397-398-399,Reference,1,,Amigo2,Test,Aldh1l1,18.64092974,1,Pass,0.023030415,-0.905426381,1,Pass,3.32005364,1,Pass,-0.905426381,1.873097997,1,Pass,84.94339884,999,1,
S61-A85,Ref 397-398-399,Reference,1,,Cx30,Test,Aldh1l1,21.19819729,1,Pass,0.023030415,-0.323017273,0.992224495,Pass,5.877321192,1,Pass,-0.323017273,1.250944057,0.992224495,Pass,85.29720929,999,1,
S61-A86,Ref 397-398-399,Reference,1,,Snap25,Test,Rplp0,17.54794855,1,Pass,0.023030415,-0.37208919,1,Pass,6.561457341,1,Pass,-0.37208919,1.294225663,1,Pass,81.85361194,999,1,
S61-A87,Ref 397-398-399,Reference,1,,Lcn2,Test,Aldh1l1,16.8272281,1,Pass,0.023030415,-0.167392334,1,Pass,1.506351997,1,Pass,-0.167392334,1.123026782,1,Pass,83.99794475,999,1,
S61-A88,Ref 397-398-399,Reference,1,,Hsbp1,Test,Aldh1l1,17.44842153,1,Pass,0.023030415,-0.49251026,1,Pass,2.127545427,1,Pass,-0.49251026,1.406890708,1,Pass,86.97553212,999,1,
S61-A89,Ref 397-398-399,Reference,1,,Cp,Test,Aldh1l1,13.71116731,1,Pass,0.023030415,-0.419797241,1,Pass,-1.609708791,1,Pass,-0.419797241,1.337739533,1,Pass,82.0655495,999,1,
S61-A90,Ref 397-398-399,Reference,1,,Gfap,Test,Aldh1l1,12.76532877,1,Pass,0.023030415,-0.691123113,1,Pass,-2.555547326,1,Pass,-0.691123113,1.614539921,1,Pass,88.76556613,999,1,
S61-A91,Ref 397-398-399,Reference,1,,S100a10,Test,Aldh1l1,10.77482802,1,Pass,0.023030415,-0.524800807,1,Pass,-4.546048075,1,Pass,-0.524800807,1.43873492,1,Pass,82.27230994,999,1,
S61-A92,Ref 397-398-399,Reference,1,,Emp1,Test,Aldh1l1,16.88557597,1,Pass,0.023030415,-0.247420647,1,Pass,1.564699867,1,Pass,-0.247420647,1.187082865,1,Pass,85.39069017,999,1,
S61-A93,Ref 397-398-399,Reference,1,,Cd14,Test,Aldh1l1,19.20937444,1,Pass,0.023030415,-0.126305064,1,Pass,3.888498339,1,Pass,-0.126305064,1.091494654,1,Pass,85.78110193,999,1,
S61-A94,Ref 397-398-399,Reference,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A95,Ref 397-398-399,Reference,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S61-A96,Ref 397-398-399,Reference,1,,Amigo2,Test,Aldh1l1,18.35282681,1,Pass,0.023030415,-1.193529312,1,Pass,3.031950708,1,Pass,-1.193529312,2.28711564,1,Pass,85.07755763,999,1,
S62-A01,Ref 400-401-402,Reference,1,,Rplp0,Reference,,10.44363171,1,Pass,0.023030415,-0.347445029,1,Pass,-0.347445029,1,Pass,-0.347445029,1.272305415,1,Pass,89.51631142,999,1,
S62-A02,Ref 400-401-402,Reference,1,,Cd84,Test,Rplp0,21.42438406,1,Pass,0.023030415,-0.761684901,1,Pass,10.63330732,1,Pass,-0.761684901,1.695469582,1,Pass,84.23176767,999,1,
S62-A03,Ref 400-401-402,Reference,1,,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A04,Ref 400-401-402,Reference,1,,Steap4,Test,Aldh1l1,20.43696631,1,Pass,0.023030415,-0.954245197,1,Pass,5.260272592,1,Pass,-0.954245197,1.937565654,1,Pass,85.92876845,999,1,
S62-A05,Ref 400-401-402,Reference,1,,Cxcl10,Test,Aldh1l1,16.72432874,1,Pass,0.023030415,-0.183613431,1,Pass,1.547635027,1,Pass,-0.183613431,1.135724907,1,Pass,82.19486215,999,1,
S62-A06,Ref 400-401-402,Reference,1,,Serpina3n,Test,Aldh1l1,22.29093264,1,Pass,0.023030415,-0.282681886,1,Pass,7.114238925,1,Pass,-0.282681886,1.216454101,1,Pass,84.96846331,999,1,
S62-A07,Ref 400-401-402,Reference,1,,Clcf1,Test,Aldh1l1,21.86288106,1,Pass,0.023030415,-0.129418576,1,Pass,6.686187343,1,Pass,-0.129418576,1.093852776,1,Pass,87.23468936,999,1,
S62-A08,Ref 400-401-402,Reference,1,,Sphk1,Test,Aldh1l1,19.74515465,1,Pass,0.023030415,-2.219105979,1,Pass,4.568460938,1,Pass,-2.219105979,4.656048152,1,Pass,85.16485693,999,1,
S62-A09,Ref 400-401-402,Reference,1,,Slc10a6,Test,Aldh1l1,24.17310558,1,Pass,0.023030415,1.249239984,1,Pass,8.99641187,1,Pass,1.249239984,0.420669759,1,Pass,86.61759241,999,1,
S62-A10,Ref 400-401-402,Reference,1,,H2-T23,Test,Aldh1l1,15.37490763,1,Pass,0.023030415,-0.176896345,1,Pass,0.19821392,1,Pass,-0.176896345,1.130449344,1,Pass,83.36081571,999,1,
S62-A11,Ref 400-401-402,Reference,1,,Iigp1,Test,Aldh1l1,20.06984952,1,Pass,0.023030415,-0.480892135,1,Pass,4.89315581,1,Pass,-0.480892135,1.395606416,1,Pass,83.78981615,999,1,
S62-A12,Ref 400-401-402,Reference,1,,Fkbp5,Test,Aldh1l1,14.23397555,1,Pass,0.023030415,-0.367442427,1,Pass,-0.942718167,1,Pass,-0.367442427,1.29006381,1,Pass,82.32926795,999,1,
S62-A13,Ref 400-401-402,Reference,1,,Gfap,Test,Aldh1l1,13.00488774,1,Pass,0.023030415,-0.298161722,1,Pass,-2.171805973,1,Pass,-0.298161722,1.229576692,1,Pass,88.7997517,999,1,
S62-A14,Ref 400-401-402,Reference,1,,Ptprc (Cd45),Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A15,Ref 400-401-402,Reference,1,,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A16,Ref 400-401-402,Reference,1,,Steap4,Test,Aldh1l1,20.6841871,1,Pass,0.023030415,-0.707024406,1,Pass,5.507493383,1,Pass,-0.707024406,1.632433707,1,Pass,85.76586703,999,1,
S62-A17,Ref 400-401-402,Reference,1,,Cxcl10,Test,Aldh1l1,16.5559694,1,Pass,0.023030415,-0.351972776,1,Pass,1.379275682,1,Pass,-0.351972776,1.276304684,1,Pass,82.01514567,999,1,
S62-A18,Ref 400-401-402,Reference,1,,Serpina3n,Test,Aldh1l1,22.20724207,1,Pass,0.023030415,-0.366372451,1,Pass,7.03054836,1,Pass,-0.366372451,1.289107388,1,Pass,84.99978211,999,1,
S62-A19,Ref 400-401-402,Reference,1,,Clcf1,Test,Aldh1l1,21.84257611,1,Pass,0.023030415,-0.149723523,1,Pass,6.665882396,1,Pass,-0.149723523,1.109356856,1,Pass,87.37577776,999,1,
S62-A20,Ref 400-401-402,Reference,1,,Sphk1,Test,Aldh1l1,20.04454579,1,Pass,0.023030415,-1.919714837,1,Pass,4.86785208,1,Pass,-1.919714837,3.78348267,1,Pass,85.00588156,999,1,
S62-A21,Ref 400-401-402,Reference,1,,Slc10a6,Test,Aldh1l1,22.74551759,1,Pass,0.023030415,-0.178348007,1,Pass,7.568823879,1,Pass,-0.178348007,1.131587392,1,Pass,86.4394134,999,1,
S62-A22,Ref 400-401-402,Reference,1,,H2-T23,Test,Aldh1l1,15.2503171,1,Pass,0.023030415,-0.30148688,1,Pass,0.073623386,1,Pass,-0.30148688,1.232413917,1,Pass,83.20404898,999,1,
S62-A23,Ref 400-401-402,Reference,1,,Iigp1,Test,Aldh1l1,20.14332371,1,Pass,0.023030415,-0.407417949,1,Pass,4.966629996,1,Pass,-0.407417949,1.326309937,1,Pass,83.77490138,999,1,
S62-A24,Ref 400-401-402,Reference,1,,Fkbp5,Test,Aldh1l1,14.16166534,1,Pass,0.023030415,-0.43975263,1,Pass,-1.01502837,1,Pass,-0.43975263,1.356371739,1,Pass,82.26263557,999,1,
S62-A25,Ref 400-401-402,Reference,1,,Vim,Test,Aldh1l1,9.456684851,1,Pass,0.023030415,-0.313734132,1,Pass,-5.720008863,1,Pass,-0.313734132,1.242920595,1,Pass,87.60724258,999,1,
S62-A26,Ref 400-401-402,Reference,1,,Aif1 (Iba1),Test,Rplp0,18.80014099,1,Pass,0.023030415,-1.10494907,1,Pass,8.009064246,1,Pass,-1.10494907,2.150912848,1,Pass,83.91206047,999,1,
S62-A27,Ref 400-401-402,Reference,1,,Mbp,Test,Rplp0,23.87486881,1,Pass,0.023030415,1.729753548,1,Pass,13.08379207,1,Pass,1.729753548,0.301503458,1,Pass,84.74278981,999,1,
S62-A28,Ref 400-401-402,Reference,1,,S1pr3,Test,Aldh1l1,15.71076113,1,Pass,0.023030415,-0.187349753,1,Pass,0.534067416,1,Pass,-0.187349753,1.138670044,1,Pass,86.98776586,999,1,
S62-A29,Ref 400-401-402,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A30,Ref 400-401-402,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A31,Ref 400-401-402,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A32,Ref 400-401-402,Reference,1,,Cd109,Test,Aldh1l1,19.66185924,1,Pass,0.023030415,0.817962339,1,Pass,4.485165524,1,Pass,0.817962339,0.56724255,1,Pass,79.78680804,999,1,
S62-A33,Ref 400-401-402,Reference,1,,Tm4sf1,Test,Aldh1l1,18.54534478,1,Pass,0.023030415,-0.787832578,1,Pass,3.368651062,1,Pass,-0.787832578,1.726478751,1,Pass,84.32824566,999,1,
S62-A34,Ref 400-401-402,Reference,1,,Serping1,Test,Aldh1l1,19.16582903,1,Pass,0.023030415,0.25804095,1,Pass,3.989135312,1,Pass,0.25804095,0.836222664,1,Pass,87.1051617,999,1,
S62-A35,Ref 400-401-402,Reference,1,,Gbp2,Test,Aldh1l1,15.63054191,1,Pass,0.023030415,-0.472817136,1,Pass,0.4538482,1,Pass,-0.472817136,1.387816799,1,Pass,83.22128083,999,1,
S62-A36,Ref 400-401-402,Reference,1,,Psmb8,Test,Aldh1l1,17.29057918,1,Pass,0.023030415,-0.481340911,1,Pass,2.113885465,1,Pass,-0.481340911,1.396040612,1,Pass,86.40464353,999,1,
S62-A37,Ref 400-401-402,Reference,1,,Nes,Test,Aldh1l1,13.64146039,1,Pass,0.023030415,-0.082606655,1,Pass,-1.535233321,1,Pass,-0.082606655,1.058929583,1,Pass,86.31234068,999,1,
S62-A38,Ref 400-401-402,Reference,1,,Tmem119,Test,Rplp0,23.1013293,1,Pass,0.023030415,1.330940385,1,Pass,12.31025256,1,Pass,1.330940385,0.397509051,1,Pass,84.80655597,999,1,
S62-A39,Ref 400-401-402,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A40,Ref 400-401-402,Reference,1,,S1pr3,Test,Aldh1l1,15.48733233,1,Pass,0.023030415,-0.410778556,1,Pass,0.310638612,1,Pass,-0.410778556,1.329403039,1,Pass,86.95494531,999,1,
S62-A41,Ref 400-401-402,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A42,Ref 400-401-402,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A43,Ref 400-401-402,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A44,Ref 400-401-402,Reference,1,,Cd109,Test,Aldh1l1,19.11988215,1,Pass,0.023030415,0.275985253,1,Pass,3.943188438,1,Pass,0.275985253,0.825886107,1,Pass,79.70505154,999,1,
S62-A45,Ref 400-401-402,Reference,1,,Tm4sf1,Test,Aldh1l1,18.6159074,1,Pass,0.023030415,-0.717269958,1,Pass,3.439213682,1,Pass,-0.717269958,1.644067985,1,Pass,84.35173355,999,1,
S62-A46,Ref 400-401-402,Reference,1,,Serping1,Test,Aldh1l1,19.42746125,1,Pass,0.023030415,0.519673174,1,Pass,4.250767535,1,Pass,0.519673174,0.697529833,1,Pass,87.06909583,999,1,
S62-A47,Ref 400-401-402,Reference,1,,Gbp2,Test,Aldh1l1,15.63871542,1,Pass,0.023030415,-0.464643629,1,Pass,0.462021707,1,Pass,-0.464643629,1.379976433,1,Pass,83.18354275,999,1,
S62-A48,Ref 400-401-402,Reference,1,,Psmb8,Test,Aldh1l1,17.36517405,1,Pass,0.023030415,-0.40674604,1,Pass,2.188480336,1,Pass,-0.40674604,1.325692376,1,Pass,86.30794455,999,1,
S62-A49,Ref 400-401-402,Reference,1,,Aldh1l1,Reference,,14.93812173,1,Pass,0.023030415,-0.238571985,1,Pass,-0.238571985,1,Pass,-0.238571985,1.179824264,1,Pass,86.67525262,999,1,
S62-A50,Ref 400-401-402,Reference,1,,Nefl,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A51,Ref 400-401-402,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S62-A52,Ref 400-401-402,Reference,1,,Timp1,Test,Aldh1l1,13.68020901,1,Pass,0.023030415,-0.414114494,1,Pass,-1.496484709,1,Pass,-0.414114494,1.332480568,1,Pass,82.91690857,999,1,
S62-A53,Ref 400-401-402,Reference,1,,Osmr,Test,Aldh1l1,16.00542106,1,Pass,0.023030415,-0.357784048,1,Pass,0.828727349,1,Pass,-0.357784048,1.281456093,1,Pass,81.5835695,999,1,
S62-A54,Ref 400-401-402,Reference,1,,Vim,Test,Aldh1l1,9.347237653,1,Pass,0.023030415,-0.423181329,1,Pass,-5.829456061,1,Pass,-0.423181329,1.340881113,1,Pass,87.3801825,999,1,
S62-A55,Ref 400-401-402,Reference,1,,Ptx3,Test,Aldh1l1,18.58993811,1,Pass,0.023030415,0.362574746,1,Pass,3.413244395,1,Pass,0.362574746,0.777775262,1,Pass,82.03533487,999,1,
S62-A56,Ref 400-401-402,Reference,1,,Ptgs2,Test,Aldh1l1,20.18041352,1,Pass,0.023030415,1.377241958,1,Pass,5.003719805,1,Pass,1.377241958,0.38495402,1,Pass,82.00927643,999,1,
S62-A57,Ref 400-401-402,Reference,1,,B3gnt5,Test,Aldh1l1,17.91913161,1,Pass,0.023030415,-0.391291592,1,Pass,2.742437895,1,Pass,-0.391291592,1.311567076,1,Pass,82.81944128,999,1,
S62-A58,Ref 400-401-402,Reference,1,,H2-D1,Test,Aldh1l1,14.6824304,1,Pass,0.023030415,-0.193019766,1,Pass,-0.494263317,1,Pass,-0.193019766,1.143153998,1,Pass,85.8634675,999,1,
